TELERIDE_NUMBER,STOP_NAME,STATUS,point,City Quadrants,Ward Boundaries 2017,Ward Boundaries,Calgary Communities
8800,EB Bowness RD @ 70 ST NW,ACTIVE,POINT (-114.190098591289 51.0889100428077),2,9,13,149
4493,SB 44 ST SE @ 8 AV SE,ACTIVE,POINT (-113.970116535339 51.0448496404871),3,11,12,85
5928,WB McKenzie Towne BV @ McKenzie Towne AV SE,ACTIVE,POINT (-113.962427418342 50.917404542038),3,8,4,46
2415,EB 104 AV NE @ Metis TR,ACTIVE,POINT (-113.973102407805 51.1470940727948),4,1,11,107
3720,SB 85 ST SW @ 14 AV SW,ACTIVE,POINT (-114.211180902915 51.0449637459325),1,14,1,48
2168,WB 8 AV NE @ 13A ST NE,ACTIVE,POINT (-114.029067007513 51.0592109257297),4,11,10,171
8641,WB Country Hills BV @ Edgeridge PA NW,ACTIVE,POINT (-114.135907505346 51.1395654041139),2,10,3,286
8765,NB 17A ST SW @ 26 AV SW,ACTIVE,POINT (-114.103324214879 51.0307888834162),1,2,14,208
6424,WB Oakmoor DR @ E. of Oakfield DR SW,ACTIVE,POINT (-114.130228601535 50.9628765044639),1,5,8,217
9330,WB Bonaventure Dr @ W. of Fairmount DR SE,ACTIVE,POINT (-114.066405789516 50.9544714630684),3,5,6,89
9783,EB 64 AV NE @ Falconridge BV NE,ACTIVE,POINT (-113.945664986829 51.1105026711432),4,1,9,56
9534,EB 80 AV NE @ Saddletowne CI,ACTIVE,POINT (-113.943352218387 51.1250986800608),4,1,11,26
3954,WB 3 AV NW @ 34A ST NW,ACTIVE,POINT (-114.139035792235 51.0591303648388),2,7,7,91
6733,NB Nose Hill DR @ Silvercreek DR NW,ACTIVE,POINT (-114.208515759711 51.1143835209098),2,9,13,147
8806,WB 48 AV NW @ 88 ST NW,ACTIVE,POINT (-114.216484450193 51.0959278585919),2,9,13,149
7455,WB Douglasdale BV @ Douglas Woods DR SE,ACTIVE,POINT (-113.988739049999 50.9407454822141),3,13,4,268
2542,WB Country Hills BV @ 52 ST NE,INACTIVE,POINT (-113.947716646304 51.1545319618291),4,1,11,12
6780,NB 36 ST NE @ Whitefield DR,ACTIVE,POINT (-113.981362676478 51.0888926675471),4,3,9,145
3901,SB 18 ST SE @ N.Leg Quarry Park BV,INACTIVE,POINT (-114.011960165899 50.9626392370776),3,8,4,268
5052,EB 7 AV SW @ 2 ST SW,INACTIVE,POINT (-114.066683075729 51.0465237189517),1,7,7,262
5255,NB Edmonton TR @ 2 AV NE,ACTIVE,POINT (-114.051252614908 51.0549141418767),4,11,10,137
2817,EB 61 AV SE @ 48 ST SE,ACTIVE,POINT (-113.963731415808 50.9988600601232),3,11,10,159
5719,SB 36 ST NE @ N. of 20 AV NE,ACTIVE,POINT (-113.981983268499 51.072194193471),4,3,9,83
3496,WB Country Village WY @ Harvest Hills BV N,ACTIVE,POINT (-114.069188481387 51.1567606537928),4,12,11,264
7117,SB Silver Springs DR @ Silver Springs CR NW,ACTIVE,POINT (-114.183570137719 51.1100791229165),2,9,13,147
9319,SB Bonaventure DR @ Lake Bonavista DR SE,ACTIVE,POINT (-114.060229337472 50.945608858274),3,13,6,267
5815,WB Scenic Acres GA @ Scenic WY NW,ACTIVE,POINT (-114.210551953107 51.1145041038947),2,9,13,148
4667,NB Palliser DR @ Pump Hill GA SW,ACTIVE,POINT (-114.101797263807 50.9638110106021),1,5,8,127
3748,Mount Royal University Terminal,ACTIVE,POINT (-114.133724162818 51.0144093435948),1,2,8,42
4953,NB Lake Fraser Dr @ N. of Lake Fraser GA SE,ACTIVE,POINT (-114.067916010796 50.942249227554),3,13,6,267
4860,SB 4 ST NW @ 29 AV NW,ACTIVE,POINT (-114.071649276608 51.0783912428801),2,7,7,17
8920,WB Spruce DR @ Walnut DR SW,ACTIVE,POINT (-114.152097268818 51.052361727084),1,2,14,170
5683,EB 86 AV SE @ 52 ST SE,ACTIVE,POINT (-113.957191958378 50.9753500660903),3,8,10,104
4339,WB 26 AV NE @ 48 ST NE,ACTIVE,POINT (-113.965098712008 51.0770565447234),4,3,9,34
7882,WB Castleridge DR @ Castleridge RD NE,ACTIVE,POINT (-113.952839327117 51.1082289798069),4,1,9,119
4149,NB Saddlecrest BV @ 88 AV NE,INACTIVE,POINT (-113.940664341432 51.1328899784925),4,1,11,2
2112,EB Auburn Bay DR @ S.leg Auburn Glen HT SE,ACTIVE,POINT (-113.956179628858 50.8941383167016),3,8,4,95
4847,WB 17 AV SW @ Crowchild TR,ACTIVE,POINT (-114.114422174272 51.0378997344333),1,2,14,206
7966,NB Skyview Shores MR NE @ Skyview Shores CO NE,ACTIVE,POINT (-113.962205515679 51.1568838687023),4,1,11,12
9826,WB 7 AV SW @ 4 ST SW,INACTIVE,POINT (-114.071271753158 51.046845772381),1,7,7,262
9687,EB 17 AV SW @ 73 ST SW,ACTIVE,POINT (-114.193334419804 51.0375923117931),1,14,1,289
6060,SB 17 ST SE @ 3 AV SE,ACTIVE,POINT (-114.013539489999 51.0503578126148),3,3,12,167
7909,EB Temple DR @ 58 ST NE,ACTIVE,POINT (-113.948266847257 51.0924042898368),4,3,9,22
6967,WB California BV @ Burroughs MR NE,ACTIVE,POINT (-113.927311127167 51.0784252560853),4,3,9,161
9661,NB Taradale RD @ Taralake RD NE,ACTIVE,POINT (-113.928607519827 51.1206912245032),4,1,11,26
7241,EB Arbour Lake WY @ Arbour Estates WY NW,ACTIVE,POINT (-114.196083948866 51.132776622478),2,10,3,244
9908,Southland LRT Station EB,INACTIVE,POINT (-114.077429336109 50.9643241070693),1,5,8,7
8563,SB SAIT / ACAD / Jubilee CTrain Station,ACTIVE,POINT (-114.091264966928 51.0629785075859),2,7,7,40
7080,NB Edgebrook DR @ Edgemont BV NW,ACTIVE,POINT (-114.138321712304 51.128507129945),2,4,2,272
8461,EB Douglas Glen GA @ Douglas Glen BV SE,ACTIVE,POINT (-114.003414326523 50.9542921400134),3,8,4,268
3401,EB Aspen Hills DR N. of Aspen Stone BV SW,ACTIVE,POINT (-114.217879348924 51.0406657610651),1,14,1,48
3460,NB 14 ST NW @ Symons Valley PY  NW,ACTIVE,POINT (-114.094397928133 51.1817657319285),2,12,11,242
6818,NB Lions Park CTrain Station,ACTIVE,POINT (-114.103652558997 51.065076325589),2,7,7,152
4033,WB 24 AV NW @ Upton PL,ACTIVE,POINT (-114.136001148722 51.0745269674386),2,7,13,287
4625,EB 12 AV SW @ 29 ST SW,INACTIVE,POINT (-114.12907422525 51.041355086974),1,2,14,198
2223,EB Walden DR SE @ Walgrove DR SE,ACTIVE,POINT (-114.023371346528 50.8654849500375),3,13,6,135
2283,WB 36 AV NE @ 6 ST NE,ACTIVE,POINT (-114.048008626151 51.0850271629742),4,4,2,239
9611,EB 9 AV SE @ 8 ST SE,INACTIVE,POINT (-114.04088755145 51.0431114678342),3,11,10,54
4974,WB 72 AV SE @ 44 ST SE,INACTIVE,POINT (-113.970839255041 50.9896025534135),3,11,10,159
5365,NB 14 ST SW @ Council WY,ACTIVE,POINT (-114.094569542656 51.0243469253962),1,2,14,271
8905,WB Rocky Ridge DR @ Rocky Ridge VI NW,ACTIVE,POINT (-114.24343788651 51.1412966433655),2,9,13,193
9238,EB Midvalley DR @ Midvalley RD SE,ACTIVE,POINT (-114.042433049309 50.9130647495325),3,13,6,263
3811,WB Coventry Hills WY @ W. of Covewood LI NE,ACTIVE,POINT (-114.048304243428 51.1648646972557),4,12,11,251
6601,NB Millrise BV @ 148 AV SW,ACTIVE,POINT (-114.074789043985 50.9200871135758),1,6,5,156
9751,SB 18 ST SE @ Quarry Park BV,INACTIVE,POINT (-114.01192140605 50.9625995658012),3,8,4,268
7052,SB 49 ST NW @ 40 AV NW,INACTIVE,POINT (-114.15887868199 51.0874983386847),2,9,13,269
5551,NB Centre ST S @ Glenmore TR,ACTIVE,POINT (-114.063703176067 50.9948269363844),3,11,10,160
6648,NB 53 ST NW @ Varsity DR,INACTIVE,POINT (-114.164411516017 51.0939380377989),2,9,13,269
4265,SB Bonaventure DR @ 86 AV SE,ACTIVE,POINT (-114.068666631403 50.9755585468866),3,5,10,174
8849,WB 9 AV SE @ 14 ST SE,ACTIVE,POINT (-114.029353657721 51.0394005350806),3,11,10,54
8439,WB Royal Oak WY @ Royal Oak PK NW,ACTIVE,POINT (-114.221283294808 51.1509268268641),2,9,3,252
6505,EB 17 AV SW @ Sirocco DR,ACTIVE,POINT (-114.169172677154 51.0377376780171),1,14,1,278
5387,EB 12 AV SE@ 1 ST SE,ACTIVE,POINT (-114.060483494382 51.0412227419041),3,5,14,260
9438,SB Falconridge BV @ Taracove Estate DR NE,ACTIVE,POINT (-113.946991128558 51.118474543819),4,1,9,180
7256,WB Sun Valley BV @ Midpark BV SW,ACTIVE,POINT (-114.056057204055 50.9066360669734),3,13,6,263
6556,WB Silver Springs GA @ Silverdale DR NW,ACTIVE,POINT (-114.186633855806 51.1036318289375),2,9,13,147
5238,NB Macleod TR @ 53 AV SW,ACTIVE,POINT (-114.069361882942 51.0059717512044),1,11,10,124
5973,EB John Laurie BV @ 100 Crowfoot GA NW,ACTIVE,POINT (-114.196408829594 51.1283590831915),2,10,3,244
5124,SB 8 ST SW @ 11 AV SW,ACTIVE,POINT (-114.081650071318 51.0424642372705),1,2,14,260
8034,WB 5 AV NW @ 22 ST NW,ACTIVE,POINT (-114.113556476096 51.0573251269312),2,7,7,280
9626,SB Saddletowne CI @ Martindale DR NE,ACTIVE,POINT (-113.947219938915 51.1232388865603),4,1,9,180
9487,WB 114 AV SE @ W. of 35 ST SE,ACTIVE,POINT (-113.990789180707 50.9495596373158),3,8,4,162
7810,EB Laguna WY @ Catalina BV NE,INACTIVE,POINT (-113.930703311846 51.0839115022997),4,3,9,161
8387,NB Erin Woods DR @ Erin Park DR SE,ACTIVE,POINT (-113.96729920807 51.0228914783627),3,11,12,35
5138,EB 17 AV SW @ 16 St SW,ACTIVE,POINT (-114.098224093011 51.0377591920029),1,2,14,208
5651,WB Bow TR @ 24 ST SW,ACTIVE,POINT (-114.117775397862 51.0417963488738),1,2,14,206
8585,Saddletowne LRT Station SB,ACTIVE,POINT (-113.948356504814 51.1250990622318),4,1,11,2
4805,NB Macleod TR @ 46 AV SW,ACTIVE,POINT (-114.066147408816 51.0116549687823),1,11,10,124
6292,NB 23 ST NE @ 37 AV NE,ACTIVE,POINT (-114.004999760025 51.0871354337689),4,3,9,72
9206,WB Somerset DR @ Somerset CR SW,ACTIVE,POINT (-114.086302258259 50.8970781146199),1,6,5,55
4186,SB Cedarille DR @ Cedarille CR SW,ACTIVE,POINT (-114.136165695892 50.9578233013409),1,5,8,126
7741,NB Centre ST S @ 61 AV S,ACTIVE,POINT (-114.063699950724 50.9982629283835),3,11,10,160
5519,SB Centre ST N @ Beddington BV N,ACTIVE,POINT (-114.071664229256 51.1244720926878),2,4,2,261
4551,NB Southport RD @ 99 AV SW,ACTIVE,POINT (-114.072423359021 50.9615936936558),1,5,8,7
5402,NB University DR @ N. of 14 AV NW,ACTIVE,POINT (-114.120340682 51.0655249425057),2,7,7,154
6160,EB Queensland Dr @ Queensland CI SE,ACTIVE,POINT (-114.023978300953 50.9398146004013),3,13,6,215
8962,SB 10 ST NW @ 13 AV NW,ACTIVE,POINT (-114.084531076608 51.0636021539689),2,7,7,40
6252,NB Edgedale DR @ Edgeland RD NW,ACTIVE,POINT (-114.155305324044 51.1263853096825),2,4,2,272
7983,NB Chaparral BV @ Chaparral RIDGE DR SE,ACTIVE,POINT (-114.024627057384 50.886400154729),3,13,6,130
4361,WB Memorial DR @ Abbeydale DR NE,ACTIVE,POINT (-113.931993089122 51.0525614763403),4,3,12,94
9876,Crowfoot LRT Station,ACTIVE,POINT (-114.207961573912 51.1235717309746),2,10,3,244
9362,WB Martindale BV @ Martindale DR NE,ACTIVE,POINT (-113.953202928439 51.1142111542847),4,1,9,180
6028,WB 14 AV NE @ 33 ST NE,ACTIVE,POINT (-113.988957611945 51.0652069862268),4,3,12,84
8942,NB Signal Hill HT @ Signal Hill CI,INACTIVE,POINT (-114.166969255345 51.0280238892388),1,14,1,278
9556,WB Saddlemont DR @ Saddleland CR NE,ACTIVE,POINT (-113.935694318741 51.1297913863845),4,1,11,2
6120,WB Heritage DR @ Flint RD SE,ACTIVE,POINT (-114.068878024983 50.9796655616611),3,11,10,284
3737,NB 45 ST SW @ 25 AV SW,ACTIVE,POINT (-114.152754066165 51.0328897046937),1,14,1,41
5270,SB 4 ST NE @ 72 AV NE,ACTIVE,POINT (-114.052629802314 51.117670149707),4,4,2,261
5783,NB 4 ST NW @ 68 AV NW (JG Diefenbaker HS),ACTIVE,POINT (-114.071301380516 51.1128147285338),2,4,2,261
7132,WB Silver Springs RD @  Silver Springs BV NW,ACTIVE,POINT (-114.200436827524 51.1102146260548),2,9,13,147
5896,NB 41 ST SE @ 30 AV SE,ACTIVE,POINT (-113.974143344002 51.0272967458188),3,11,10,196
5696,SB 32 ST NE @ S. of 32 AV NE,ACTIVE,POINT (-113.98876754614 51.0797829771269),4,3,9,83
5333,SB 14 ST SW@ 26 AV SW,ACTIVE,POINT (-114.094822860122 51.0301009496356),1,2,14,207
9201,SB Acadia DR @ 120 AV SE,ACTIVE,POINT (-114.04268054655 50.9445987380453),3,13,6,267
8039,WB 7 AV NW @ 5A ST NW,ACTIVE,POINT (-114.075593861232 51.0593220350704),2,7,7,62
4144,WB 80 AV NE @ Saddlefield DR,INACTIVE,POINT (-113.93773668916 51.1252844528554),4,1,11,2
6203,WB Berkley DR @ W. of Bermondsey Cr NW,ACTIVE,POINT (-114.09566465031 51.1264922676881),2,4,2,273
4165,NB Richmond RD @ 22 AV SW,INACTIVE,POINT (-114.111102175167 51.0341657458078),1,2,14,181
2315,NB 68 ST NE @ Monterey Square,ACTIVE,POINT (-113.934913140391 51.0695786392336),4,3,9,161
9643,McKnight-Westwinds LRT Station,ACTIVE,POINT (-113.974991683664 51.1088100723851),4,1,9,80
5690,EB Lancaster WY @ Lakeview DR SW,ACTIVE,POINT (-114.132417190239 50.9985499467784),1,5,8,129
4312,NB Panorama Hills DR @ Panorama Hills ME NW,ACTIVE,POINT (-114.085556218025 51.1521724657228),2,12,11,235
4682,EB 36 AV SW @ 12 ST SW,ACTIVE,POINT (-114.09110421945 51.0216071545042),1,5,8,70
7438,SB Norquay DR @ Norquay HT NW,ACTIVE,POINT (-114.093181495228 51.0963879761244),2,4,2,61
6702,NB Rundlehorn DR @ 26 AV NE,ACTIVE,POINT (-113.940860060138 51.0765141542292),4,3,9,36
9539,SB Taradale DR @ Taravista DR NE,ACTIVE,POINT (-113.929555651289 51.121264843398),4,1,11,26
4991,EB Old Banff Coach RD @ 85 ST SW,ACTIVE,POINT (-114.210268791363 51.0669464642063),1,14,1,114
7548,EB 78 AV NE @ 22 ST NE,INACTIVE,POINT (-114.004780604893 51.1225518625013),4,1,11,86
8621,NB Beddington BV @ Bermuda DR NW,ACTIVE,POINT (-114.086957419952 51.1322030753934),2,4,2,273
9541,EB Saddlecrest BV @ Saddlecrest TC NE,INACTIVE,POINT (-113.937584713231 51.1372978195406),4,1,11,2
6655,SB Centre ST N @ 12 AV N,ACTIVE,POINT (-114.06265995752 51.0629641988878),2,7,7,266
5841,WB Millican RD @ Lynnview RD SE,ACTIVE,POINT (-114.010922024945 50.9991532949141),3,11,10,78
3475,WB Mission Rd @ 34 AV SW,ACTIVE,POINT (-114.065121966843 51.0228989425109),1,5,10,187
3816,NB Crowfoot CTrain Station,ACTIVE,POINT (-114.206871296446 51.1226911917068),2,10,3,244
8368,WB Richard RD @ MRU Entr,ACTIVE,POINT (-114.127613956962 51.0109742680557),1,2,8,42
5414,NB 37 ST NW@ 32 AV NW,INACTIVE,POINT (-114.141095966884 51.0819734875434),2,9,13,269
9184,EB Shawnee DR @ Shawnee CO SW,ACTIVE,POINT (-114.080087236916 50.9250141763572),1,6,5,32
4287,SB Harvest Hills BV @ Harvest Oak GA NE,ACTIVE,POINT (-114.064376110616 51.1465243529063),2,12,2,172
5419,EB Scenic Acres GA @ Scenic Acres DR NW,ACTIVE,POINT (-114.211041983855 51.1144348498309),2,9,13,148
4757,WB Millrise DR @ Millside DR SW,ACTIVE,POINT (-114.078839863392 50.9169405072518),1,6,5,156
6653,SB Centre ST N @ 36 AV N,ACTIVE,POINT (-114.062569245268 51.0846755321491),2,4,2,259
8536,WB 17 AV SW @ 27 ST SW,ACTIVE,POINT (-114.127235156502 51.0378738461432),1,2,14,198
7914,WB Richmond RD @ 22 ST SW,INACTIVE,POINT (-114.114199341344 51.0311571016534),1,2,14,181
7701,EB Hidden Valley DR @ Hidden Valley LI NW,ACTIVE,POINT (-114.105712646432 51.1507215044735),2,12,2,25
9066,SB Centre ST N @ 78 AV N,ACTIVE,POINT (-114.071558883654 51.1223196959986),2,4,2,261
9519,SB  Prestwick BV @  Prestwick DR SE,ACTIVE,POINT (-113.966158706224 50.9230426862842),3,8,4,46
2002,Manchester stop 2,INACTIVE,POINT (-114.050377761552 51.0287599883439),3,11,10,160
4471,SB 28 ST SE @ 32 AV SE,ACTIVE,POINT (-113.991553023427 51.0251920470134),3,11,10,196
9995,EB Dalhousie DR@ Dalham CR NW,ACTIVE,POINT (-114.158315921367 51.106220574874),2,4,7,38
5851,SB @ 85 AV SE Terminal,ACTIVE,POINT (-113.996583068919 50.9769550881125),3,8,10,162
9081,EB 14 AV NW @ 14 ST NW,ACTIVE,POINT (-114.097346582009 51.0643351157422),2,7,7,152
9942,EB Ogden RD @ 16A ST SE,ACTIVE,POINT (-114.020035870709 51.0185286015718),3,11,10,98
7452,EB Mount McKenzie DR @ Mount Apex GR SE,ACTIVE,POINT (-113.980632497892 50.924578557827),3,13,4,296
9573,NB Rocky Ridge RD @ Royal Oak WY NW,ACTIVE,POINT (-114.234021229144 51.1490882679852),2,9,3,252
7344,EB 39 AV NE @ 21 ST NE,ACTIVE,POINT (-114.007230405187 51.0882000401478),4,3,9,72
8725,SB Elbow DR @ Sifton BV SW,ACTIVE,POINT (-114.078000223923 51.01930106713),1,5,8,70
3607,EB Mahogany BV @ Marquis GD SE,ACTIVE,POINT (-113.917961178492 50.9036079171406),3,8,4,116
5755,SB Richard RD @ Flanders AV SW,INACTIVE,POINT (-114.119749784815 51.0157240893),1,2,8,199
3948,EB 9 AV SE @ 12 ST SE,INACTIVE,POINT (-114.033972625521 51.0410201089699),3,11,10,54
2465,SB 45 ST SE @ Market ST SE,ACTIVE,POINT (-113.947810191911 50.8812551552289),3,8,4,90
2117,NB McKenzie Towne Terminal,INACTIVE,POINT (-113.957137264502 50.915499112996),3,8,4,46
4842,WB Bowness RD @ Veteran's WY NW,ACTIVE,POINT (-114.143682310017 51.0613218789916),2,7,7,91
7965,NB 52 ST SE @ 72 AV SE,ACTIVE,POINT (-113.958216060792 50.9901917758056),3,11,10,73
5025,NB Riverbend DR @ Riverside CI SE,ACTIVE,POINT (-114.025754451341 50.9793212240929),3,8,10,19
2254,EB 8 AV NE @ 13A ST NE,ACTIVE,POINT (-114.028983917566 51.0590819832823),4,11,10,171
4334,NB Madigan DR @ Malvern DR NE,INACTIVE,POINT (-113.940395474292 51.0584578380466),4,3,12,33
8412,NB Elbow DR @ 50 AV SW,ACTIVE,POINT (-114.081183779093 51.009261428132),1,5,8,143
9169,WB Lake Bonavista DR @ Lake Christina WY SE,ACTIVE,POINT (-114.040648521049 50.9404571686463),3,13,6,267
4857,SB 4 ST NW @ 19 AV NW,ACTIVE,POINT (-114.071653737466 51.0692795676307),2,7,7,17
8147,NB 52 ST NE @ 26 AV NE,ACTIVE,POINT (-113.958248669738 51.0767794055598),4,3,9,36
5580,SB 1 ST SW @ 8 AV SW,ACTIVE,POINT (-114.06559390542 51.0458082458268),1,7,7,262
3885,NB 48 ST SE @ 106 AV SE,INACTIVE,POINT (-113.965149259273 50.9582055993481),3,8,4,79
2386,EB Stoney Bv @ CT Stoney Garage,ACTIVE,POINT (-114.020610397425 51.1650462377659),4,12,11,163
4012,SB Edgepark BV @ Edgeland RI NW,ACTIVE,POINT (-114.15834150875 51.1321078188019),2,4,2,272
3612,NB 18 ST SE @  Douglas Glen BV SE,ACTIVE,POINT (-114.007579284865 50.9574474568114),3,8,4,268
7067,NB 31 ST NW @ 34 AV NW,ACTIVE,POINT (-114.129276725381 51.0848947515243),2,9,13,269
8007,NB Sierra Morena BV @ Sierra Morena MEWS SW,ACTIVE,POINT (-114.17588321238 51.015134478251),1,14,1,278
2447,SB Aspen Summit DR @ Aspen Glen WY SW,ACTIVE,POINT (-114.203669730526 51.0389286079253),1,14,1,48
2890,WB Heritage DR @ Glendeer CI SE,INACTIVE,POINT (-114.035826446432 50.9871989285647),3,11,10,1
6241,EB Millrise DR @ W of Millrise WY SW,ACTIVE,POINT (-114.082382834207 50.9174438350672),1,6,5,156
2530,NB 60 ST NE @ Country Hills BV,INACTIVE,POINT (-113.946767610183 51.1545215633235),4,1,11,12
6956,EB Coral Springs BV @ Coral Sands PL NE,ACTIVE,POINT (-113.930732264324 51.0985652467022),4,3,9,293
5123,NB Charleswood DR @ Chicoutimi DR NW,ACTIVE,POINT (-114.120537162006 51.0864965941473),2,4,7,125
9926,NB @ Glenmore Auxiliary Hospital,ACTIVE,POINT (-114.098443713934 50.9920077108422),1,5,8,58
4714,SB 8 ST NE @ N. of 72 AV NE,ACTIVE,POINT (-114.043662970779 51.1193325307111),4,1,11,111
8434,Anderson LRT Station,ACTIVE,POINT (-114.07415361246 50.9542342143188),1,5,8,7
4536,EB Ogden RD @ 16A ST SE,ACTIVE,POINT (-114.020121872242 51.0185218016593),3,11,10,98
7355,NB 12 ST NE @ N. of 45 AV NE,ACTIVE,POINT (-114.03330901428 51.0944600975655),4,3,9,81
6145,EB Madigan DR @ Manora DR NE,ACTIVE,POINT (-113.942865008419 51.0632179505517),4,3,12,33
5597,EB 90 AV SE @ 52 ST SE,INACTIVE,POINT (-113.957231094027 50.9721596026518),3,8,10,104
4276,EB Barlow TR @ 61 AV SE,ACTIVE,POINT (-113.984303175823 50.9991171911842),3,11,10,159
7978,NB 69 ST SW @ Christie Estates BV,ACTIVE,POINT (-114.187310257396 51.0402447243606),1,14,1,68
2849,SB 52 ST SE @ Prestwick AV,ACTIVE,POINT (-113.958482594341 50.9219010151174),3,8,4,46
4435,SB Manhattan RD @ 42 AV SE,ACTIVE,POINT (-114.053519520997 51.0153936709883),3,11,10,160
7364,WB Berkley DR @ Bermondsey RI NW,ACTIVE,POINT (-114.085544909167 51.1271667650864),2,4,2,273
7149,NB Scenic Acres DR @ Scenic Glen CR NW,ACTIVE,POINT (-114.212609502596 51.1123477344605),2,9,13,148
8774,NB 51 ST SW @ 33 AV SW,ACTIVE,POINT (-114.160882867833 51.024224190135),1,14,1,298
8272,EB 14 AV SE @ 65 ST SE,INACTIVE,POINT (-113.938815239095 51.0404441939894),3,11,12,103
7714,EB CPS Westwinds Campus @ N. of 50 AV NE,INACTIVE,POINT (-113.967766376631 51.0985033891445),4,1,9,80
2276,EB 64 AV NE @ 11 ST NE,ACTIVE,POINT (-114.034978204355 51.1104243198464),4,1,11,111
3395,Anderson LRT Station,ACTIVE,POINT (-114.074174419461 50.9543336808449),1,5,8,7
9345,SB Hidden Creek BV @ Hidden Creek HT NW,ACTIVE,POINT (-114.100965628547 51.1595985632191),2,12,2,25
8090,EB 12 AV SW @ 11 ST SW,ACTIVE,POINT (-114.088338900682 51.0420555348949),1,2,14,260
8125,WB Auburn Bay BV @ Auburn Bay ST SE,ACTIVE,POINT (-113.951980831687 50.8865212190838),3,8,4,95
8760,SB Auburn Bay AV @ Auburn Sound MR SE,ACTIVE,POINT (-113.959133266881 50.8939490994039),3,8,4,95
9952,Sirocco Park N Ride Terminal,INACTIVE,POINT (-114.166916977688 51.0379977912024),1,14,1,278
4048,WB Northmount DR @ Bennett CR NW,ACTIVE,POINT (-114.126124647743 51.0919680709106),2,4,7,50
2208,EB Legacy CI SE @ Legacy HT SE,INACTIVE,POINT (-114.015008306435 50.855268531252),3,13,6,99
2832,NB 52 ST SE @ 114 AV SE,ACTIVE,POINT (-113.957984176141 50.9513572039328),3,8,4,79
8357,SB Edgebrook BV @ Country Hills BV NW,ACTIVE,POINT (-114.13178962946 51.139797215964),2,4,2,272
7488,SB 83 ST NW @ 33 AV NW,ACTIVE,POINT (-114.209641686168 51.0892030665055),2,9,13,149
4180,EB 98 AV SW @ Paliscliffe RD,ACTIVE,POINT (-114.114548070602 50.9649185043954),1,5,8,66
7228,WB @ Hawkstone DR NW Terminal,ACTIVE,POINT (-114.166070383889 51.1331230078647),2,10,3,248
9223,WB Shawnessy BV @ W. of Shawinigan DR SW,ACTIVE,POINT (-114.087015747306 50.914123510039),1,6,5,156
9475,NB 36 ST SE @ 30 AV SE,INACTIVE,POINT (-113.981398371895 51.0273766028351),3,11,10,196
7333,EB Berkley DR @ Berkley CR NW,ACTIVE,POINT (-114.079689798067 51.1263999431339),2,4,2,273
8957,SB 45 ST SW @ 29 AV SW,ACTIVE,POINT (-114.152668766389 51.0283956370255),1,14,1,298
3784,EB 26 AVE SW @ E. of 77 ST SW,ACTIVE,POINT (-114.19649269881 51.0304625253805),1,14,1,289
3595,EB Cranford DR @ Cranford PA SE,ACTIVE,POINT (-113.966678166798 50.8715063184794),3,8,4,294
6125,SB Acadia DR @ 94 AV SE,ACTIVE,POINT (-114.048518570071 50.9681785959364),3,5,10,174
7220,SB Hawkwood DR @ Hawkville CL NW,ACTIVE,POINT (-114.183437344293 51.1336328110606),2,10,3,248
8937,SB Sienna Park DR @ Sienna Park PL SW,ACTIVE,POINT (-114.180626808711 51.0248465022659),1,14,1,278
3916,SB 1 ST SE @ 8 AV SE,INACTIVE,POINT (-114.060672605885 51.0456709864368),3,7,7,262
4229,WB Oakwood DR @ Palliser DR SW,ACTIVE,POINT (-114.134099219842 50.9726500982015),1,5,8,217
7273,Brentwood LRT Station,ACTIVE,POINT (-114.131970635436 51.0865709803544),2,9,13,269
